ranking,score_final,roe_score,growth_2006_score,growth_2017_score,ev_ebit_score,symbol,companyName,exchange,sector,industry,returnOnEquityTTM,returnOnEquityTTM_win,returnOnEquityTTM_original,ev_ebit,ev_ebit_win,ev_ebit_original,returnOnInvestedCapitalTTM,revenue_per_share_cagr_2006_ltm,revenue_per_share_cagr_2017_ltm,operating_income_per_share_cagr_2006_ltm,operating_income_per_share_cagr_2017_ltm,revenue_per_share_2006,revenue_per_share_2017,revenue_per_share_ltm,operating_income_per_share_2006,operating_income_per_share_2017,operating_income_per_share_ltm,revenue_2006,revenue_2017,revenue_ltm,operatingIncome_2006,operatingIncome_2017,operatingIncome_ltm,shares_2006,shares_2017,shares_ltm,marketCapTTM,enterpriseValueTTM,ebit_ltm,current_price,trading_currency,fair_value_min,fair_value_max,g_min,g_max,reported_currency
209,0.6963964446401771,0.7285581059905878,0.7316531352030079,0.5324819509754625,0.7743730572130441,NEU,NewMarket Corporation,NYSE,Basic Materials,Chemicals - Specialty,0.3579089013152459,0.3579089013152459,0.3579089013152459,2.048172123095981,2.048172123095981,2.048172123095981,0.1557049643391498,0.0733663096592351,0.0532539624957721,0.1161365516024905,0.073964193677037,73.3494164779655,185.92726657645463,281.5839507461129,6.249666144109621,28.481816644113668,50.40644891996244,1263297000.0,2198404000.0,2698419000.0,107638000.0,336769000.0,483045000.0,17223000.0,11824000.0,9583000.0,4684698780.0,1077996000.0,526321000.0,482.15,USD,252.74750353257215,507.1116768852628,0.01860406754084859,0.09403753119405821,USD
207,0.6973457798409923,0.4021818126509969,0.9409423898763996,0.6696788656389048,0.946935509688952,MKTX,MarketAxess Holdings Inc.,NASDAQ,Financial Services,Financial - Capital Markets,0.2092631589223363,0.2092631589223363,0.2092631589223363,-1.1093183699201932,-1.1093183699201932,-1.1093183699201932,0.1726585916356907,0.1107141425926308,0.0805835959998728,0.1956206679045609,0.0548492662649908,2.726002314464829,10.782090928819445,20.043333510893305,0.2815128416349247,5.473307291666667,8.390214670004793,83316000.0,397471000.0,752547000.0,8604000.0,201768000.0,315019000.0,30563437.0,36864000.0,37546000.0,8354260740.0,-371270000.0,334683000.0,217.235,USD,40.527425968199495,221.00346437493633,0.014931628299790806,0.15528306409804837,USD
210,0.6963441967211432,1.0,0.4240843826920404,0.565719482575253,0.5615545845566442,SEE,Sealed Air Corporation,NYSE,Consumer Cyclical,Packaging & Containers,0.6165583278190806,0.4815351654617787,0.6165583278190806,5.942253914988815,5.942253914988815,5.942253914988815,0.1107506456023331,0.018480422649705,0.05987488075353,0.0250978859500212,0.0636875625296138,26.842137925459426,23.87158908507223,38.0117728531856,3.262933238426073,3.188871054039593,5.225761772853185,4327900000.0,4461600000.0,5488900000.0,526100000.0,596000000.0,754600000.0,161235294.0,186900000.0,144400000.0,4971780000.0,4249900000.0,715200000.0,34.31,USD,19.50570618618619,41.538935346272275,0.05219619586445254,0.11902820146742125,USD
217,0.6897116260132397,0.6257537225945035,0.736748834365769,0.6967380232280134,0.7358402132100081,TGT,Target Corporation,NYSE,Consumer Defensive,Discount Stores,0.3110873820964584,0.3110873820964584,0.3110873820964584,2.753233316088981,2.753233316088981,2.753233316088981,0.1204805885758475,0.0742756412028284,0.0859737817897949,0.0499138354908188,0.0464037668903065,59.65986394557823,120.31682825484764,232.7453954496208,4.901360544217687,8.602839335180056,12.366197183098592,52620000000.0,69495000000.0,107412000000.0,4323000000.0,4969000000.0,5707000000.0,882000000.0,577600000.0,461500000.0,61997496000.0,15966000000.0,5799000000.0,134.82,USD,78.53075706872372,138.47257181693547,0.07098644927973843,0.1177047031866338,USD
218,0.6896303784367855,0.5838780757901442,0.7083752219295827,0.4837780419998899,0.9405937789393056,ITRN,Ituran Location and Control Ltd.,NASDAQ,Technology,Communication Equipment,0.2920154190450839,0.2920154190450839,0.2920154190450839,-0.9932794850760396,-0.9932794850760396,-0.9932794850760396,0.2366510430065657,0.0692123476350945,0.0435521409512811,0.0612239927877351,0.0254917422122393,4.486160213848409,11.37566768409004,15.9989,1.0663102526515478,2.6962514307516217,3.29775,104052000.0,238525000.0,319978000.0,24732000.0,56535000.0,65955000.0,23194000.0,20968000.0,20000000.0,650732740.0,-62962000.0,63388000.0,32.22,USD,15.144815228706626,36.342131815395206,0.023597150426208358,0.1115734980645713,USD
208,0.6970097941972025,0.5146372119587134,0.7789996986869067,0.6695530611494855,0.8772885173483053,EEFT,"Euronet Worldwide, Inc.",NASDAQ,Technology,Software - Infrastructure,0.2604801641316999,0.2604801641316999,0.2604801641316999,0.1650591845681718,0.1650591845681718,0.1650591845681718,0.0848996209993414,0.0818153413389866,0.0805585357381502,0.1016054850800367,0.0635103532152903,17.07264259763814,40.92832247685234,76.0694596671598,1.4190909492996124,5.452204757433099,8.922898116055677,629181000.0,2252422000.0,3688000000.0,52298000.0,300053000.0,432600000.0,36853170.0,55033333.0,48482006.0,4329749956.440001,75300000.0,456200000.0,97.83,USD,56.87573881591762,159.07826152759608,0.06250644636764996,0.1408853177627486,USD
220,0.6883300133203315,1.0,0.2948274448807562,0.0097866322402465,0.9782423883078104,LGCY,Legacy Education Inc.,AMEX,Consumer Defensive,Education & Training Services,0.7819476429461731,0.4815351654617787,0.7819476429461731,-1.682161246147037,-1.682161246147037,-1.682161246147037,0.130378085422486,-0.0045855800764823,-0.0508669758677855,-0.0138889434718575,0.1004424300537083,4.33071593941743,6.025840756853809,3.968572572054764,0.6995986650125068,0.2494026655617706,0.5363394086298088,69085785.0,436301000.0,46000316.0,11160354.0,18058000.0,6216790.0,15952509.0,72405000.0,11591149.0,81900053.6125,-11949441.0,7103624.0,8.25,USD,11.547809163946399,13.284885916680757,0.046193908079784324,0.06134690934091211,USD
222,0.6836270241192853,0.2027111051210409,1.0,1.0,0.8481699672368153,GPOR,Gulfport Energy Corporation,NYSE,Energy,Oil & Gas Exploration & Production,0.1184156555603863,0.1184156555603863,0.1184156555603863,0.6978607519327822,0.6978607519327822,0.6978607519327822,0.0047721744518751,0.1971734356516019,0.3190426229472192,0.2468666781403667,0.4265006163192919,1.8459256395495025,6.153581089099731,56.38954143201931,0.7903031530146114,3.049287425092229,52.28463395012068,60390000.0,1106624000.0,1051383000.0,25855000.0,548366000.0,974847000.0,32715294.0,179834146.0,18645000.0,3270847580.0,699835000.0,1002829000.0,181.35,USD,59.626364481731706,480.21328793551265,0.00739546364479135,0.1675456749293609,USD
221,0.6867432264231391,0.502828400176836,0.6263254760920333,0.6066075197797456,0.9454699111085182,SEIC,SEI Investments Company,NASDAQ,Financial Services,Asset Management,0.2551019254853381,0.2551019254853381,0.2551019254853381,-1.0825013334333966,-1.0825013334333966,-1.0825013334333966,0.1857326781182007,0.0545705056325009,0.0680197801795998,0.0277016976528723,0.0678131729501101,5.953410682385905,9.650910056455745,16.33814089011555,2.523909021437345,2.509492530519608,4.24177961606175,1175749000.0,1526552000.0,2125151000.0,498451000.0,396944000.0,551741000.0,197491667.0,158177000.0,130073000.0,11074146570.0,-807756000.0,746194000.0,85.545,USD,54.05141778248943,91.06991058924763,0.10834125003709333,0.13997996766843762,USD
235,0.6750271927387976,0.5018951409765473,0.1135693216211068,0.7747741113589218,0.9269376191101336,TNK,Teekay Tankers Ltd.,NYSE,Energy,Oil & Gas Midstream,0.254676879274866,0.254676879274866,0.254676879274866,-0.7434036041236665,-0.7434036041236665,-0.7434036041236665,0.2125493671988516,-0.0369312354513203,0.10151857515445,-0.0343533937118757,1.0031233457512938,81.6496,18.42926915585623,39.94318705093804,30.481066666666667,0.0605222092145063,15.688315435404252,153093000.0,431178000.0,1364452000.0,57152000.0,1416000.0,535910000.0,1875000.0,23396370.0,34159818.0,1459957951.0512,-409518000.0,550869000.0,41.96,USD,64.14205664892289,71.72501347429538,0.006780868331184159,0.021532099812656857,USD
237,0.6742466245129499,0.5701174278606674,0.6446693734600076,0.5938946926502187,0.8450185892093206,DCI,"Donaldson Company, Inc.",NYSE,Industrials,Industrial - Machinery,0.2857482306217009,0.2857482306217009,0.2857482306217009,0.7555236213400395,0.7555236213400395,0.7555236213400395,0.1818417346672937,0.057843988618121,0.0654873842645513,0.0739842282427694,0.0776579264126293,10.207714615090104,17.88763197586727,29.712510356255176,1.1614787967222329,2.478129713423831,4.507870753935377,1694327000.0,2371900000.0,3586300000.0,192788000.0,328600000.0,544100000.0,165984950.0,132600000.0,120700000.0,8409786000.0,420600000.0,556700000.0,69.7519,USD,56.43065654096993,77.2206674591212,0.12991900569070547,0.14563505517378617,USD
239,0.6714771893724584,0.467962129686133,0.5887204336073639,0.6583719527980371,0.906903395814687,CINF,Cincinnati Financial Corporation,NASDAQ,Financial Services,Insurance - Property & Casualty,0.2392223326125494,0.2392223326125494,0.2392223326125494,-0.3768240343347639,-0.3768240343347639,-0.3768240343347639,0.0613366407461248,0.0478598560754444,0.0783312582941615,0.0353979822132504,0.1525750394914327,26.23636793640212,34.88566509313572,63.77707006369427,7.663325931313938,4.765435409617109,14.840764331210192,4550000000.0,5732000000.0,10013000000.0,1329000000.0,783000000.0,2330000000.0,173423395.0,164308176.0,157000000.0,21371284000.0,-878000000.0,2330000000.0,137.15,USD,99.62268249784171,169.35977367179254,0.0026380057294612957,0.06731092190602178,USD
242,0.6705602916990407,1.0,0.6252677992903148,0.3019162937510983,0.6224596748504357,THC,Tenet Healthcare Corporation,NYSE,Healthcare,Medical - Care Facilities,1.0108326596604689,0.4815351654617787,1.0108326596604689,4.827832783278327,4.827832783278327,4.827832783278327,0.1045053667176979,0.0543817623711722,0.0073252699589783,0.1306429422452681,0.1055390790089434,73.91785441980092,190.70028517443345,202.16649120908312,2.39568267398964,11.06676142651569,24.69524493550704,8701000000.0,19179000000.0,20548000000.0,282000000.0,1113000000.0,2510000000.0,117711750.0,100571428.0,101639000.0,13981439750.0,8777000000.0,1818000000.0,144.96,USD,163.16386971851352,289.707382076856,0.005199475424563088,0.0736197547432483,USD
245,0.6697789996584478,0.3744626944081036,0.8194583608327074,0.7822561679796615,0.8425735445172561,RE,"Everest Re Group, Ltd.",NYSE,Financial Services,Insurance - Reinsurance,0.1966386852893676,0.1966386852893676,0.1966386852893676,0.8002622377622378,0.8002622377622378,0.8002622377622378,0.1277930526830624,0.0890352215802734,0.1030090012752076,0.0667519254208508,0.2333435243040167,69.79327606452011,161.0563025384789,352.8662947369796,16.381836722081452,10.444686345855288,55.92009051724451,4517300000.0,6608071000.0,14586000000.0,1060298000.0,428541000.0,2311500000.0,64724000.0,41029571.0,41335770.0,14914993991.61,1831000000.0,2288000000.0,351.28,USD,327.71598502504077,401.69058767958273,0.004452428691759963,0.031053604164881704,USD
246,0.6697789996584478,0.3744626944081036,0.8194583608327074,0.7822561679796615,0.8425735445172561,EG,"Everest Re Group, Ltd.",NYSE,Financial Services,Insurance - Reinsurance,0.1966386852893676,0.1966386852893676,0.1966386852893676,0.8002622377622378,0.8002622377622378,0.8002622377622378,0.1277930526830624,0.0890352215802734,0.1030090012752076,0.0667519254208508,0.2333435243040167,69.79327606452011,161.0563025384789,352.8662947369796,16.381836722081452,10.444686345855288,55.92009051724451,4517300000.0,6608071000.0,14586000000.0,1060298000.0,428541000.0,2311500000.0,64724000.0,41029571.0,41335770.0,14914993991.61,1831000000.0,2288000000.0,346.5,USD,327.71598502504077,401.69058767958273,0.004452428691759963,0.031053604164881704,USD
