ranking,score_final,roic_score,growth_2006_score,growth_2017_score,ev_ebit_score,symbol,companyName,exchange,sector,industry,current_price,fair_value_min,fair_value_max,trading_currency,reported_currency,ey_overall_min,ey_overall_max,ey_q1_min,ey_q1_max,ey_q2_min,ey_q2_max,ey_q3_min,ey_q3_max,ey_q4_min,ey_q4_max,ey_q5_min,ey_q5_max,fair_value_min_unconverted,fair_value_max_unconverted,marketCapTTM,enterpriseValueTTM,returnOnEquityTTM,returnOnInvestedCapitalTTM,returnOnInvestedCapitalTTM_win,returnOnInvestedCapitalTTM_original,ev_ebit,ev_ebit_win,ev_ebit_original,revenue_per_share_cagr_2006_ltm,revenue_per_share_cagr_2006_ltm_win,revenue_per_share_cagr_2006_ltm_original,revenue_per_share_cagr_2017_ltm,revenue_per_share_cagr_2017_ltm_win,revenue_per_share_cagr_2017_ltm_original,operating_income_per_share_cagr_2006_ltm,operating_income_per_share_cagr_2017_ltm,revenue_per_share_2006,revenue_per_share_2017,revenue_per_share_ltm,operating_income_per_share_2006,operating_income_per_share_2017,operating_income_per_share_ltm,revenue_2006,operatingIncome_2006,shares_2006,revenue_2017,operatingIncome_2017,shares_2017,revenue_ltm,operatingIncome_ltm,shares_ltm,netIncome_ltm,incomeTaxExpense_ltm,interestExpense_ltm,ebit_ltm
65,0.79865,1.00000,0.43686,0.57008,0.86185,MET-PA,"MetLife, Inc.",NYSE,Financial Services,Insurance - Life,22.83000,9.46717,48.11230,USD,USD,0.00718,0.62954,,,,,,,,,,,9.46717,48.11230,47052417960.00000,45699417960.00000,0.15514,7.62077,0.27325,7.62077,6.88141,6.88141,6.88141,0.02417,0.02417,0.02417,0.06670,0.06670,0.06670,-0.02813,0.07662,63.56935,59.70553,100.07928,10.91408,3.51575,6.34626,48396000000.00000,8309000000.00000,761310260.00000,62308000000.00000,3669000000.00000,1043588396.00000,70696000000,4483000000,706400000.00000,4426000000,1178000000.00000,1037000000.00000,6641000000.00000
67,0.79455,0.76263,0.39266,0.83780,0.90341,LEN-B,Lennar Corporation,NYSE,Consumer Cyclical,Residential Construction,105.38000,39.40520,127.97812,USD,USD,0.01318,0.34894,,,,,,,,,,,39.40520,127.97812,29171450284.00000,26887522284.00000,0.18173,0.20908,0.20908,0.20908,5.44251,5.44251,5.44251,0.01584,0.01584,0.01584,0.12427,0.12427,0.12427,0.06240,0.15339,100.97072,53.32531,136.10801,5.59873,5.64608,17.68241,16266662000.00000,901971000.00000,161102761.00000,12646365000.00000,1338995000.00000,237155000.00000,35760067000,4645752000,262733000.00000,3732725000,1175913000.00000,31646000.00000,4940284000.00000
68,0.79455,0.76263,0.39266,0.83780,0.90341,LEN,Lennar Corporation,NYSE,Consumer Cyclical,Residential Construction,111.03000,39.40520,127.97812,USD,USD,0.01318,0.34894,,,,,,,,,,,39.40520,127.97812,29171450284.00000,26887522284.00000,0.18173,0.20908,0.20908,0.20908,5.44251,5.44251,5.44251,0.01584,0.01584,0.01584,0.12427,0.12427,0.12427,0.06240,0.15339,100.97072,53.32531,136.10801,5.59873,5.64608,17.68241,16266662000.00000,901971000.00000,161102761.00000,12646365000.00000,1338995000.00000,237155000.00000,35760067000,4645752000,262733000.00000,3732725000,1175913000.00000,31646000.00000,4940284000.00000
74,0.78559,0.62432,0.54871,0.96415,0.88046,GFI,Gold Fields Limited,NYSE,Basic Materials,Gold,19.94000,16.38513,31.08498,USD,USD,0.00585,0.13366,,,,,,,,,,,16.38513,31.08498,17846778560.00000,19932378560.00000,0.25250,0.17169,0.17169,0.17169,6.23685,6.23685,6.23685,0.04525,0.04525,0.04525,0.15144,0.15144,0.15144,0.10252,0.28164,4.62953,3.47396,10.73377,0.66562,0.58403,4.25156,2282000000.00000,328100000.00000,492922941.00000,2761800000.00000,464300000.00000,795000000.00000,9702300000,3843000000,903904211.00000,1967200000,1162200000.00000,66506198.00000,3195906198.00000
75,0.78344,1.00000,0.67059,0.67127,0.67925,EXPD,"Expeditors International of Washington, Inc.",NYSE,Industrials,Integrated Freight & Logistics,108.98000,49.57184,121.75811,USD,USD,0.01882,0.11579,,,,,,,,,,,49.57184,121.75811,15012757860.00000,14433374860.00000,0.36198,0.27623,0.27325,0.27623,13.20238,13.20238,13.20238,0.06822,0.06822,0.06822,0.08846,0.08846,0.08846,0.07916,0.08444,21.70948,38.61123,76.06733,1.75736,3.90668,7.47234,4633987000.00000,375116000.00000,213454579.00000,6920948000.00000,700260000.00000,179247000.00000,10600515000,1041323000,139357000.00000,810073000,283167000.00000,0.00000,1093240000.00000
76,0.78281,0.45822,0.85503,0.94466,0.96975,INBK,First Internet Bancorp,NASDAQ,Financial Services,Banks - Regional,23.76000,12.45156,26.94197,USD,USD,0.02345,0.23371,,,,,,,,,,,12.45156,26.94197,206642621.00000,597543621.00000,0.06705,0.12679,0.12679,0.12679,3.14624,3.14624,3.14624,0.10298,0.10298,0.10298,0.14725,0.14725,0.14725,0.10682,0.16720,3.90610,8.37956,25.14732,1.61315,3.22085,11.09544,11206944.00000,4628266.00000,2869087.00000,59651000.00000,22928000.00000,7118628.00000,218697000,96493000,8696634.00000,25276000,2266000.00000,162381000.00000,189923000.00000
77,0.78281,0.45822,0.85503,0.94466,0.96975,INBKZ,First Internet Bancorp - Fixed-,NASDAQ,Financial Services,Banks - Regional,24.36000,12.45156,26.94197,USD,USD,0.02345,0.23371,,,,,,,,,,,12.45156,26.94197,206642621.00000,597543621.00000,0.06705,0.12679,0.12679,0.12679,3.14624,3.14624,3.14624,0.10298,0.10298,0.10298,0.14725,0.14725,0.14725,0.10682,0.16720,3.90610,8.37956,25.14732,1.61315,3.22085,11.09544,11206944.00000,4628266.00000,2869087.00000,59651000.00000,22928000.00000,7118628.00000,218697000,96493000,8696634.00000,25276000,2266000.00000,162381000.00000,189923000.00000
79,0.78098,0.91637,0.61493,0.74098,0.71964,NSSC,"Napco Security Technologies, Inc.",NASDAQ,Industrials,Security & Protection Services,20.28000,8.97424,33.65208,USD,USD,0.00451,0.14709,,,,,,,,,,,8.97424,33.65208,738220392.00000,657618392.00000,0.27650,0.25064,0.25064,0.25064,11.80410,11.80410,11.80410,0.05773,0.05773,0.05773,0.10345,0.10345,0.10345,0.09748,0.30303,1.75759,2.32266,5.10518,0.24066,0.16955,1.40908,69548000.00000,9523000.00000,39570000.00000,87374000.00000,6378000.00000,37618000.00000,186533000,51485000,36538000.00000,48382000,6567000.00000,762000.00000,55711000.00000
80,0.78057,0.61011,1.00000,1.00000,0.73160,SMCI,"Super Micro Computer, Inc.",NASDAQ,Technology,Computer Hardware,29.82000,9.60535,33.33191,USD,USD,0.00713,0.26756,,,,,,,,,,,9.60535,33.33191,17697603420.00000,18123227420.00000,0.25480,0.16785,0.16785,0.16785,11.39002,11.39002,11.39002,0.18600,0.13030,0.18600,0.26888,0.15915,0.26888,0.17312,0.36960,1.37452,5.22893,35.13861,0.12550,0.21056,2.60693,302541000.00000,27623000.00000,220105860.00000,2529915000.00000,101877000.00000,483830000.00000,20819873000,1544623000,592507000.00000,1444626000,113277000.00000,33247000.00000,1591150000.00000
83,0.77821,0.79651,0.92544,0.80557,0.70019,QCOM,QUALCOMM Incorporated,NASDAQ,Technology,Semiconductors,127.46000,90.57177,157.75030,USD,USD,0.00882,0.10456,,,,,,,,,,,90.57177,157.75030,140970760000.00000,146834760000.00000,0.41274,0.21824,0.21824,0.21824,12.47746,12.47746,12.47746,0.11625,0.11625,0.11625,0.11734,0.11734,0.11734,0.09875,0.23705,4.53647,15.09208,36.66216,1.62146,1.76980,9.70541,7526000000.00000,2690000000.00000,1659000000.00000,22291000000.00000,2614000000.00000,1477000000.00000,40695000000,10773000000,1110000000.00000,10555000000,530000000.00000,683000000.00000,11768000000.00000
85,0.77585,0.90664,0.62804,0.74409,0.70815,LOGI,Logitech International S.A.,NASDAQ,Technology,Computer Hardware,69.30000,26.01721,75.60472,USD,USD,0.00348,0.16374,,,,,,,,,,,26.01721,75.60472,10356120829.00000,8948161829.00000,0.30144,0.24801,0.24801,0.24801,12.20178,12.20178,12.20178,0.06020,0.06020,0.06020,0.10412,0.10412,0.10412,0.07744,0.17821,9.90684,13.61883,30.08022,1.09677,1.21853,4.52485,1796715000.00000,198911000.00000,181361000.00000,2207040000.00000,197473000.00000,162058000.00000,4531494482,681655153,150647000.00000,655078000,78271124.00000,0.00000,733349124.00000
87,0.77298,0.45785,0.76249,0.93434,0.97316,RIO,Rio Tinto Group,NYSE,Basic Materials,Industrial Materials,54.67000,26.18088,67.58789,USD,USD,0.04236,0.50800,,,,,,,,,,,26.18088,67.58789,88820160451.00000,95845160451.00000,0.20909,0.12669,0.12669,0.12669,3.02814,3.02814,3.02814,0.08554,0.08554,0.08554,0.14503,0.14503,0.14503,0.06600,0.11372,13.91814,22.40443,66.20336,5.55982,7.91123,18.72597,22465000000.00000,8974000000.00000,1614080700.00000,40030000000.00000,14135000000.00000,1786700000.00000,107481471348,30401692060,1623504657.00000,21570736133,7858306843.00000,2222466634.00000,31651509610.00000
90,0.76991,0.41317,0.82097,1.00000,0.94491,BANC,"Banc of California, Inc.",NYSE,Financial Services,Banks - Regional,12.37000,7.98166,17.77798,USD,USD,0.00362,0.09435,,,,,,,,,,,7.98166,17.77798,2085860733.00000,4227591733.00000,0.03678,0.11461,0.11461,0.11461,4.00602,4.00602,4.00602,0.09656,0.09656,0.09656,0.16509,0.15915,0.16509,0.00902,0.28639,1.69028,2.86861,9.73968,2.78026,0.43971,3.29726,20786000.00000,34190000.00000,12297390.00000,348860000.00000,53474000.00000,121613019.00000,1642149000,555932001,168604000.00000,126888000,41766000.00000,886655000.00000,1055309000.00000
92,0.76809,1.00000,0.67229,0.38886,0.83890,PRG,"PROG Holdings, Inc.",NYSE,Industrials,Rental & Leasing Services,25.20000,18.50069,56.45507,USD,USD,0.01321,0.25242,,,,,,,,,,,18.50069,56.45507,1023235920.00000,1582639920.00000,0.32230,0.58539,0.27325,0.58539,7.67586,7.67586,7.67586,0.06854,0.06854,0.06854,0.02773,0.02773,0.02773,0.06476,0.05772,16.87025,47.76752,59.45017,1.70966,3.59556,5.63285,1326592000.00000,134439000.00000,78635000.00000,3383708000.00000,254699000.00000,70837000.00000,2463496000,233414000,41438000.00000,197249000,-33641000.00000,42576000.00000,206184000.00000
94,0.76668,0.93949,0.70821,0.52869,0.78341,NEU,NewMarket Corporation,NYSE,Basic Materials,Chemicals - Specialty,545.48000,232.41656,546.04402,USD,USD,0.00352,0.20769,,,,,,,,,,,232.41656,546.04402,5174483283.00000,6156054283.00000,0.35478,0.25689,0.25689,0.25689,9.59675,9.59675,9.59675,0.07531,0.07531,0.07531,0.05780,0.05780,0.05780,0.12809,0.10148,73.34942,185.92727,291.45048,6.24967,28.48182,61.71279,1263297000.00000,107638000.00000,17223000.00000,2198404000.00000,336769000.00000,11824000.00000,2786558000,590036000,9561000.00000,462413000,121694000.00000,57366000.00000,641473000.00000
100,0.75751,1.00000,0.09859,0.72633,0.71569,EAI,"Entergy Arkansas, Inc. 1M BD 4.875%66",NYSE,Utilities,Regulated Electric,20.62000,0.01839,52.68103,USD,USD,0.01142,899.98629,,,,,,,,,,,0.01839,52.68103,968731765.00000,29971580765.00000,0.12971,0.57465,0.27325,0.57465,11.94079,11.94079,11.94079,-0.03958,-0.03958,-0.03958,0.10030,0.10030,0.10030,-0.00926,0.20575,210.78424,45.54937,97.85568,34.80936,6.52979,29.17135,10932158000.00000,1805360000.00000,51864209.00000,2139918999.00000,306771000.00000,46980207.00000,5235584000,1560758000,53503116.00000,883804000,418973999.00000,1207239000.00000,2510016999.00000
102,0.75647,0.39145,1.00000,1.00000,0.87796,ELP,Companhia Paranaense de Energia - COPEL,NYSE,Utilities,Diversified Utilities,7.28000,2.25339,7.92144,USD,USD,0.03928,0.56803,,,,,,,,,,,2.25339,7.92144,7919979706.78948,21332705706.78948,0.11200,0.10874,0.10874,0.10874,6.32349,6.32349,6.32349,0.13570,0.13030,0.13570,0.24939,0.15915,0.24939,0.15897,0.36281,2.71193,5.12490,30.42689,0.56594,0.78462,9.33566,7421326000.00000,1548717000.00000,2736550000.00000,14024573000.00000,2147158000.00000,2736553750.00000,22651036000,6949851000,744441475.00000,2809631000,599435000.00000,-35503000.00000,3373563000.00000
105,0.75270,0.37751,0.83349,0.99540,0.92892,PNFPP,"Pinnacle Financial Partners, Inc.",NASDAQ,Financial Services,Banks - Regional,24.26000,21.40162,83.45461,USD,USD,0.01500,0.28596,,,,,,,,,,,21.40162,83.45461,6745602573.00000,8725237573.00000,0.07584,0.10497,0.10497,0.10497,4.55931,4.55931,4.55931,0.09892,0.09892,0.09892,0.15816,0.15816,0.15816,0.05092,0.11914,5.49942,10.19834,33.01285,5.38382,5.62076,13.83196,76739312.00000,75126245.00000,13954077.00000,650252134.00000,358383178.00000,63760578.00000,2526706000,1058657000,76537040.00000,475056000,106153000.00000,1332508000.00000,1913717000.00000
113,0.74697,0.85640,0.64369,0.56645,0.79720,SCHW-PJ,The Charles Schwab Corporation,NYSE,Financial Services,Financial - Capital Markets,19.16000,13.15894,61.48452,USD,USD,0.00108,0.22798,,,,,,,,,,,13.15894,61.48452,125245144200.00000,128445144200.00000,0.14015,0.23443,0.23443,0.23443,9.11929,9.11929,9.11929,0.06315,0.06315,0.06315,0.06592,0.06592,0.06592,0.07077,0.05577,3.35070,6.43615,10.72538,1.14774,2.72591,4.20788,4309000000.00000,1476000000.00000,1286000000.00000,8618000000.00000,3650000000.00000,1339000000.00000,19606000000,7692000000,1828000000.00000,5942000000,1750000000.00000,6393000000.00000,14085000000.00000
115,0.74697,0.85640,0.64369,0.56645,0.79720,SCHW-PD,The Charles Schwab Corporation,NYSE,Financial Services,Financial - Capital Markets,24.70000,13.15894,61.48452,USD,USD,0.00108,0.22798,,,,,,,,,,,13.15894,61.48452,125245144200.00000,128445144200.00000,0.14015,0.23443,0.23443,0.23443,9.11929,9.11929,9.11929,0.06315,0.06315,0.06315,0.06592,0.06592,0.06592,0.07077,0.05577,3.35070,6.43615,10.72538,1.14774,2.72591,4.20788,4309000000.00000,1476000000.00000,1286000000.00000,8618000000.00000,3650000000.00000,1339000000.00000,19606000000,7692000000,1828000000.00000,5942000000,1750000000.00000,6393000000.00000,14085000000.00000
118,0.74470,0.73056,0.08204,0.65946,1.00000,TNK,Teekay Tankers Ltd.,NYSE,Energy,Oil & Gas Midstream,34.47000,12.92361,49.37354,USD,USD,0.00992,0.90842,,,,,,,,,,,12.92361,49.37354,1185153848.00000,735554848.00000,0.23528,0.20041,0.20041,0.20041,1.78731,2.09891,1.78731,-0.04270,-0.04270,-0.04270,0.08592,0.08592,0.08592,-0.05289,0.91302,81.64960,18.42927,35.63628,30.48107,0.06052,10.85592,153093000.00000,57152000.00000,1875000.00000,431178000.00000,1416000.00000,23396370.00000,1229336000,374494000,34496757.00000,403667000,405000.00000,7472000.00000,411544000.00000
120,0.74183,0.86443,0.69229,0.49586,0.81217,ITRN,Ituran Location and Control Ltd.,NASDAQ,Technology,Communication Equipment,32.75000,4.46189,32.92689,USD,USD,0.01544,0.60737,,,,,,,,,,,4.46189,32.92689,658553211.00000,586872211.00000,0.29775,0.23660,0.23660,0.23660,8.60100,8.60100,8.60100,0.07231,0.07231,0.07231,0.05074,0.05074,0.05074,0.06575,0.03591,4.48616,11.37567,16.90242,1.06631,2.69625,3.57545,104052000.00000,24732000.00000,23194000.00000,238525000.00000,56535000.00000,20968000.00000,336257000,71130000,19894017.00000,53654000,14579000.00000,0.00000,68233000.00000
121,0.74149,0.46525,0.83614,0.77218,0.96976,WNEB,"Western New England Bancorp, Inc.",NASDAQ,Financial Services,Banks - Regional,8.07000,3.18638,10.72461,USD,USD,0.00358,0.17622,,,,,,,,,,,3.18638,10.72461,167440395.00000,204380395.00000,0.04918,0.12869,0.12869,0.12869,3.14567,3.14567,3.14567,0.09942,0.09942,0.09942,0.11016,0.11016,0.11016,0.04478,0.05944,0.84909,2.22831,5.14129,0.84160,1.21883,1.93442,25957000.00000,25728000.00000,30570232.00000,66535000.00000,36393000.00000,29858984.00000,105714000,39775000,20561749.00000,11666000,3291000.00000,50015000.00000,64972000.00000
126,0.73047,0.94381,0.62273,0.41002,0.78015,OSPN,OneSpan Inc.,NASDAQ,Technology,Software - Infrastructure,13.82000,8.36556,31.70179,USD,USD,0.00054,0.17572,,,,,,,,,,,8.36556,31.70179,527589556.00000,451361556.00000,0.30180,0.25806,0.25806,0.25806,9.70941,9.70941,9.70941,0.05920,0.05920,0.05920,0.03228,0.03228,0.03228,0.04634,0.29576,2.09942,4.85631,6.26172,0.52283,0.15557,1.23630,76062000.00000,18942000.00000,36230000.00000,193291000.00000,6192000.00000,39802000.00000,243180000,48013000,38836000.00000,57082000,-10595000.00000,0.00000,46487000.00000
128,0.72885,0.58418,0.46185,0.78683,0.90327,ACLS,"Axcelis Technologies, Inc.",NASDAQ,Technology,Semiconductors,42.42000,14.66318,90.82245,USD,USD,0.00230,0.42078,,,,,,,,,,,14.66318,90.82245,1363976922.00000,1284138922.00000,0.21018,0.16084,0.16084,0.16084,5.44734,5.44734,5.44734,0.02888,0.02888,0.02888,0.11331,0.11331,0.11331,0.10716,0.19628,18.27533,13.30140,31.39233,0.93970,1.54999,6.50114,461717000.00000,23741000.00000,25264500.00000,410561000.00000,47842000.00000,30866000.00000,1017865000,210793000,32424000.00000,200993000,29281000.00000,5463000.00000,235737000.00000
131,0.72722,0.18167,1.00000,1.00000,1.00000,ATAX,"America First Multifamily Investors, L.P.",NASDAQ,Financial Services,Financial - Mortgages,18.60000,4.69989,2104.90973,USD,USD,0.00185,92.03402,,,,,,,,,,,4.69989,2104.90973,419223540.00000,-58498569460.00000,0.04997,0.05203,0.05203,0.05203,-2.83782,2.09891,-2.83782,0.33529,0.13030,0.33529,1.10013,0.15915,1.10013,0.43531,1.36089,4.81277,3.09290,1170.40069,0.93652,0.93086,898.42848,15947323.00000,3103196.00000,3313542.00000,62892910.00000,18928694.00000,20334638.00000,26608371530,20425243239,22734412.00000,9832956172,6127061.00000,10774806681.00000,20613889914.00000
132,0.72496,0.73226,0.53635,0.62886,0.83873,FHI,"Federated Hermes, Inc.",NYSE,Financial Services,Asset Management,36.88000,20.17088,40.13267,USD,USD,0.00989,0.15964,,,,,,,,,,,20.17088,40.13267,2998454640.00000,2955980640.00000,0.22062,0.20087,0.20087,0.20087,7.68156,7.68156,7.68156,0.04292,0.04292,0.04292,0.07934,0.07934,0.07934,0.03215,0.05730,9.38565,11.32238,20.85450,3.00077,3.50585,5.47496,978858000.00000,312959000.00000,104293000.00000,1102924000.00000,341508000.00000,97411000.00000,1632907000,428689000,78300000.00000,258972000,113178000.00000,12665000.00000,384815000.00000
133,0.72476,0.93590,0.52207,0.28720,0.88778,WU,The Western Union Company,NYSE,Financial Services,Financial - Credit Services,10.13000,6.40067,27.73350,USD,USD,0.04583,0.42808,,,,,,,,,,,6.40067,27.73350,3391919070.00000,4418319070.00000,1.51884,0.25592,0.25592,0.25592,5.98364,5.98364,5.98364,0.04023,0.04023,0.04023,0.00587,0.00587,0.00587,0.01158,0.09782,5.84722,11.80658,12.37206,1.71537,1.01175,2.13471,4470200000.00000,1311400000.00000,764500000.00000,5524300000.00000,473400000.00000,467900000.00000,4206500000,725800000,340000000.00000,934200000,-315600000.00000,119800000.00000,738400000.00000
135,0.72410,0.25680,0.96068,0.97145,0.94696,WDS,Woodside Energy Group Ltd,NYSE,Energy,Oil & Gas Exploration & Production,11.63000,6.48387,27.32031,USD,USD,0.00932,0.42533,,,,,,,,,,,6.48387,27.32031,22046632308.00000,29747632308.00000,0.10141,0.07234,0.07234,0.07234,3.93501,3.93501,3.93501,0.12289,0.12289,0.12289,0.15301,0.15301,0.15301,0.06742,0.11643,1.58490,4.58900,14.33425,1.24129,1.77672,4.28820,3005758460.00000,2354100000.00000,1896498169.00000,3975000000.00000,1539000000.00000,866202153.00000,27173000000,8129000000,1895668929.00000,5233000000,2274000000.00000,52731499.00000,7559731499.00000
141,0.71816,0.68753,0.66735,0.65737,0.80687,MGRC,McGrath RentCorp,NASDAQ,Industrials,Rental & Leasing Services,105.12000,22.64471,140.90265,USD,USD,0.02022,0.41687,,,,,,,,,,,22.64471,140.90265,2580822144.00000,3170223144.00000,0.22527,0.18878,0.18878,0.18878,8.78443,8.78443,8.78443,0.06761,0.06761,0.06761,0.08547,0.08547,0.08547,0.06187,0.11707,10.70491,19.25222,37.10407,3.05944,3.94766,9.57134,267066000.00000,76327000.00000,24948000.00000,462034000.00000,94740000.00000,23999000.00000,910942000,234986000,24551000.00000,231732000,81919000.00000,47240000.00000,360891000.00000
144,0.71694,0.62594,0.88942,0.58929,0.85456,SHOO,"Steven Madden, Ltd.",NASDAQ,Consumer Cyclical,Apparel - Footwear & Accessories,24.10000,19.57091,31.98468,USD,USD,0.01740,0.12161,,,,,,,,,,,19.57091,31.98468,1744447170.00000,1597695170.00000,0.20438,0.17213,0.17213,0.17213,7.13368,7.13368,7.13368,0.10946,0.10946,0.10946,0.07083,0.07083,0.07083,0.08237,0.06232,4.48959,18.68724,32.30702,0.73980,2.05213,3.32845,475163000.00000,78298000.00000,105836625.00000,1546098000.00000,169784000.00000,82735500.00000,2279422000,234839000,70555000.00000,169389000,54576000.00000,0.00000,223965000.00000
145,0.71664,0.66815,0.73214,0.79460,0.70404,IPAR,"Inter Parfums, Inc.",NASDAQ,Consumer Defensive,Household & Personal Products,104.12000,8.32859,104.86101,USD,USD,0.00905,0.66878,,,,,,,,,,,8.32859,104.86101,3344740468.00000,3411501468.00000,0.27472,0.18354,0.18354,0.18354,12.34423,12.34423,12.34423,0.07982,0.07982,0.07982,0.11498,0.11498,0.11498,0.10977,0.16524,10.53103,18.96720,45.30587,1.18495,2.52221,8.57234,321054000.00000,36125000.00000,30486463.00000,591251000.00000,78623000.00000,31172285.00000,1452325000,274795000,32056000.00000,202505000,64958000.00000,8901000.00000,276364000.00000
146,0.71585,0.57412,0.52473,0.78469,0.85893,RCMT,"RCM Technologies, Inc.",NASDAQ,Industrials,Conglomerates,15.68000,1.14429,18.37049,USD,USD,0.00540,1.49438,,,,,,,,,,,1.14429,18.37049,118988934.00000,156437934.00000,0.43921,0.15812,0.15812,0.15812,6.98228,6.98228,6.98228,0.04073,0.04073,0.04073,0.11285,0.11285,0.11285,0.08249,0.83269,17.15067,15.56746,36.61877,0.65887,0.02334,2.97075,201920059.00000,7757126.00000,11773301.00000,186737000.00000,280000.00000,11995341.00000,278380000,22584000,7602113.00000,13327000,6863000.00000,2215000.00000,22405000.00000
147,0.71541,0.69859,0.37520,0.52632,0.96211,TRMD,TORM plc,NASDAQ,Energy,Oil & Gas Midstream,13.97000,9.31093,30.25946,USD,USD,0.00477,0.70777,,,,,,,,,,,9.31093,30.25946,1365685253.00000,2320085253.00000,0.29820,0.19177,0.19177,0.19177,3.41046,3.41046,3.41046,0.01255,0.01255,0.01255,0.05729,0.05729,0.05729,0.01399,0.34457,13.05574,10.59663,16.54711,5.23090,0.63756,6.81069,604337000.00000,242133000.00000,46289000.00000,656991000.00000,39529000.00000,62000000.00000,1555428243,640204921,94000000.00000,611900000,-2013950.00000,70400000.00000,680286050.00000
149,0.71239,0.25658,0.59684,1.00000,0.98944,EGY,"VAALCO Energy, Inc.",NYSE,Energy,Oil & Gas Exploration & Production,3.26000,0.29136,3.78552,USD,USD,0.00085,1.90146,,,,,,,,,,,0.29136,3.78552,338202180.00000,353727180.00000,0.11883,0.07228,0.07228,0.07228,2.46450,2.46450,2.46450,0.05432,0.05432,0.05432,0.17044,0.15915,0.17044,0.00155,0.18450,1.69129,1.31180,4.62036,1.27855,0.33978,1.31665,98325000.00000,74330000.00000,58136000.00000,77025000.00000,19951000.00000,58717000.00000,478988000,136496000,103669000.00000,58490000,81307000.00000,3732000.00000,143529000.00000
150,0.71234,0.48756,0.55126,0.84714,0.88221,TOL,"Toll Brothers, Inc.",NYSE,Consumer Cyclical,Residential Construction,100.86000,27.85159,130.50627,USD,USD,0.00280,0.52672,,,,,,,,,,,27.85159,130.50627,10029215820.00000,12327627820.00000,0.19998,0.13472,0.13472,0.13472,6.17660,6.17660,6.17660,0.04573,0.04573,0.04573,0.12628,0.12628,0.12628,0.05780,0.21860,39.68537,35.84630,92.81154,6.64673,3.97564,19.33342,6123453000.00000,1025591000.00000,154300000.00000,5815058000.00000,644936000.00000,162222000.00000,9358188000,1949389000,100830000.00000,1509340000,486520999.00000,0.00000,1995860999.00000
151,0.71228,0.29809,1.00000,1.00000,0.83877,NXST,"Nexstar Media Group, Inc.",NASDAQ,Communication Services,Entertainment,153.42000,10.74265,176.69665,USD,USD,0.00535,2.08980,,,,,,,,,,,10.74265,176.69665,4680721464.00000,11059721464.00000,0.41048,0.08350,0.08350,0.08350,7.68036,7.68036,7.68036,0.16656,0.13030,0.16656,0.16021,0.15915,0.16021,0.18534,0.17383,9.34483,53.15308,174.51094,1.61580,11.33770,40.86771,265169000.00000,45850000.00000,28376000.00000,2431966000.00000,518745000.00000,45754000.00000,5406000000,1266000000,30978000.00000,721000000,275000000.00000,444000000.00000,1440000000.00000
152,0.71227,0.85921,0.50180,0.40323,0.84776,BKE,"The Buckle, Inc.",NYSE,Consumer Cyclical,Apparel - Retail,35.97000,20.03651,38.11252,USD,USD,0.03463,0.19514,,,,,,,,,,,20.03651,38.11252,1840192827.00000,1899526827.00000,0.43325,0.23519,0.23519,0.23519,7.36888,7.36888,7.36888,0.03641,0.03641,0.03641,0.03082,0.03082,0.03082,0.05207,0.07025,12.23304,18.93016,24.13358,1.82365,2.77882,4.78363,530074000.00000,79021000.00000,43331334.00000,913380000.00000,134078000.00000,48250000.00000,1217689000,241364000,50456209.00000,195468000,62309000.00000,0.00000,257777000.00000
156,0.71060,1.00000,0.46928,0.32273,0.76950,DGICB,Donegal Group Inc.,NASDAQ,Financial Services,Insurance - Property & Casualty,16.99000,6.36329,17.90804,USD,USD,0.00174,0.24358,,,,,,,,,,,6.36329,17.90804,655711243.00000,637785312.00000,0.10030,1.45318,0.27325,1.45318,10.07799,10.07799,10.07799,0.03028,0.03028,0.03028,0.01351,0.01351,0.01351,-0.02266,0.19892,17.01592,26.93646,29.99025,2.91993,0.44253,1.88917,329967034.00000,56622263.00000,19391664.00000,737404932.00000,12114462.00000,27375723.00000,989604097,62337979,32997532.00000,50862252,11476680.00000,946020.00000,63284952.00000
159,0.70670,1.00000,0.43813,0.17146,0.87663,TZOO,Travelzoo,NASDAQ,Communication Services,Advertising Agencies,11.53000,3.67913,16.27241,USD,USD,0.00095,0.29083,,,,,,,,,,,3.67913,16.27241,129656003.00000,120710003.00000,9.20782,0.64067,0.27325,0.64067,6.36958,6.36958,6.36958,0.02441,0.02441,0.02441,-0.01902,-0.01902,-0.01902,-0.01073,0.20453,4.48462,8.26921,7.09171,1.91918,0.35282,1.56352,69525000.00000,29753000.00000,15503000.00000,106524000.00000,4545000.00000,12882000.00000,83902000,18498000,11831000.00000,13547000,5404000.00000,0.00000,18951000.00000
160,0.70534,0.52351,0.78526,0.71856,0.85593,EOG,"EOG Resources, Inc.",NYSE,Energy,Oil & Gas Exploration & Production,110.55000,39.99333,150.20120,USD,USD,0.00044,0.28155,,,,,,,,,,,39.99333,150.20120,61236519300.00000,59211519300.00000,0.21943,0.14444,0.14444,0.14444,7.08611,7.08611,7.08611,0.08983,0.08983,0.08983,0.09863,0.09863,0.09863,0.06921,0.30995,8.07425,19.50222,41.39046,3.91970,1.61226,13.97880,3904415000.00000,1895426000.00000,483564000.00000,11205978000.00000,926402000.00000,574600000.00000,23427000000,7912000000,566000000.00000,6403000000,1815000000.00000,138000000.00000,8356000000.00000
